asin,price,recorded_at,scraped_at,old_price
B0D5RFLLH4,229.0,2025-02-02 19:47:19.575584,2025-02-02 19:47:19.575584,229.0
B0D5RFLLH4,229.0,2025-02-02 19:47:23.015986,2025-02-02 19:47:23.015986,229.0
B0D5RFLLH4,229.0,2025-02-02 21:14:11.552745,2025-02-02 21:14:11.552745,229.0
B0D5RFLLH4,229.0,2025-02-02 21:14:14.993059,2025-02-02 21:14:14.993059,229.0
B0D66M83HD,499.69,2025-02-02 19:47:21.018550,2025-02-02 19:47:21.018550,499.69
B0D66M83HD,499.69,2025-02-02 19:47:24.464512,2025-02-02 19:47:24.464512,499.69
B0D6GGF369,139.29,2025-02-02 19:48:00.403098,2025-02-02 19:48:00.403098,139.29
B0D6LDZTTM,85.0,2025-02-02 19:43:25.694126,2025-02-02 19:43:25.694126,85.0
B0D6LDZTTM,85.0,2025-02-02 19:43:32.810316,2025-02-02 19:43:32.810316,85.0
B0D6LDZTTM,85.0,2025-02-02 19:46:32.635964,2025-02-02 19:46:32.635964,85.0
B0D6LDZTTM,85.0,2025-02-02 19:46:36.849687,2025-02-02 19:46:36.849687,85.0
B0D6NB9RC8,199.9,2025-02-02 19:48:01.348699,2025-02-02 19:48:01.348699,199.9
B0D6V4ZTVK,63.99,2025-02-03 13:16:54.636888,2025-02-03 13:16:54.636888,63.99
B0D6V4ZTVK,63.99,2025-02-03 13:16:59.748153,2025-02-03 13:16:59.748153,63.99
B0D6VX68ZJ,79.99,2025-02-02 19:43:38.319598,2025-02-02 19:43:38.319598,79.99
B0D72XCMKF,12.99,2025-02-03 13:16:18.955154,2025-02-03 13:16:18.955154,12.99
B0D78SFPNM,239.9,2025-02-02 19:43:27.250801,2025-02-02 19:43:27.250801,239.9
B0D78SFPNM,239.9,2025-02-02 19:43:34.900916,2025-02-02 19:43:34.900916,239.9
B0D78SFPNM,239.9,2025-02-02 19:46:33.589224,2025-02-02 19:46:33.589224,239.9
B0D78SFPNM,239.9,2025-02-02 19:46:37.688125,2025-02-02 19:46:37.688125,239.9
B0D7BX4BXG,219.99,2025-02-02 19:47:20.350065,2025-02-02 19:47:20.350065,219.99
B0D7BX4BXG,219.99,2025-02-02 19:47:23.901858,2025-02-02 19:47:23.901858,219.99
B0D7BX4BXG,219.99,2025-02-02 21:14:12.452330,2025-02-02 21:14:12.452330,219.99
B0D7BX4BXG,219.99,2025-02-02 21:14:15.949349,2025-02-02 21:14:15.949349,219.99
B0D7H99XLY,19.99,2025-02-03 13:16:18.691352,2025-02-03 13:16:18.691352,19.99
B0D7V17BMQ,949.0,2025-02-02 19:43:25.048586,2025-02-02 19:43:25.048586,949.0
B0D7V17BMQ,949.0,2025-02-02 19:43:32.224721,2025-02-02 19:43:32.224721,949.0
B0D7V17BMQ,949.0,2025-02-02 19:46:32.290715,2025-02-02 19:46:32.290715,949.0
B0D7V17BMQ,949.0,2025-02-02 19:46:36.471928,2025-02-02 19:46:36.471928,949.0
B0D7V1FCLD,999.0,2025-02-02 19:43:38.428679,2025-02-02 19:43:38.428679,999.0
B0D7V1R6VM,949.0,2025-02-02 19:43:24.435566,2025-02-02 19:43:24.435566,949.0
B0D7V1R6VM,949.0,2025-02-02 19:43:31.468446,2025-02-02 19:43:31.468446,949.0
B0D7V1R6VM,949.0,2025-02-02 19:46:31.888484,2025-02-02 19:46:31.888484,949.0
B0D7V1R6VM,949.0,2025-02-02 19:46:35.936429,2025-02-02 19:46:35.936429,949.0
B0D7V2VBBJ,799.0,2025-02-02 19:43:24.527763,2025-02-02 19:43:24.527763,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:43:25.409553,2025-02-02 19:43:25.409553,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:43:31.565915,2025-02-02 19:43:31.565915,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:43:32.482945,2025-02-02 19:43:32.482945,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:46:32.043215,2025-02-02 19:46:32.043215,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:46:32.515105,2025-02-02 19:46:32.515105,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:46:35.979015,2025-02-02 19:46:35.979015,799.0
B0D7V2VBBJ,799.0,2025-02-02 19:46:36.724601,2025-02-02 19:46:36.724601,799.0
B0D7V6SZR7,19.99,2025-02-03 13:16:19.415174,2025-02-03 13:16:19.415174,19.99
B0D7WDV482,174.0,2025-02-02 19:47:19.225432,2025-02-02 19:47:19.225432,174.0
B0D7WDV482,174.0,2025-02-02 19:47:22.656718,2025-02-02 19:47:22.656718,174.0
B0D7WDV482,174.0,2025-02-02 21:14:11.228462,2025-02-02 21:14:11.228462,174.0
B0D7WDV482,174.0,2025-02-02 21:14:14.779646,2025-02-02 21:14:14.779646,174.0
B0D836GQL5,299.49,2025-02-02 19:47:18.816937,2025-02-02 19:47:18.816937,299.49
B0D836GQL5,299.49,2025-02-02 19:47:21.277763,2025-02-02 19:47:21.277763,299.49
B0D836GQL5,299.49,2025-02-02 19:47:22.232747,2025-02-02 19:47:22.232747,299.49
B0D836GQL5,299.49,2025-02-02 19:47:24.722094,2025-02-02 19:47:24.722094,299.49
B0D836GQL5,299.49,2025-02-02 21:14:10.737111,2025-02-02 21:14:10.737111,299.49
B0D836GQL5,299.49,2025-02-02 21:14:14.064128,2025-02-02 21:14:14.064128,299.49
B0D86ZGNJS,299.99,2025-02-02 19:47:17.735054,2025-02-02 19:47:17.735054,299.99
B0D86ZGNJS,299.99,2025-02-02 19:47:18.269177,2025-02-02 19:47:18.269177,299.99
B0D86ZGNJS,299.99,2025-02-02 19:47:21.323799,2025-02-02 19:47:21.323799,299.99
B0D86ZGNJS,299.99,2025-02-02 19:47:21.912172,2025-02-02 19:47:21.912172,299.99
B0D89YJSNL,89.99,2025-02-03 13:16:52.609632,2025-02-03 13:16:52.609632,89.99
B0D89YJSNL,89.99,2025-02-03 13:16:53.011680,2025-02-03 13:16:53.011680,89.99
B0D89YJSNL,89.99,2025-02-03 13:16:54.361088,2025-02-03 13:16:54.361088,89.99
B0D89YJSNL,89.99,2025-02-03 13:16:57.728528,2025-02-03 13:16:57.728528,89.99
B0D89YJSNL,89.99,2025-02-03 13:16:58.138130,2025-02-03 13:16:58.138130,89.99
B0D89YJSNL,89.99,2025-02-03 13:16:59.463020,2025-02-03 13:16:59.463020,89.99
B0D8L79YR8,300.99,2025-02-02 19:47:19.140728,2025-02-02 19:47:19.140728,300.99
B0D8L79YR8,300.99,2025-02-02 19:47:22.569049,2025-02-02 19:47:22.569049,300.99
B0D8L79YR8,300.99,2025-02-02 21:14:11.187419,2025-02-02 21:14:11.187419,300.99
B0D8L79YR8,300.99,2025-02-02 21:14:14.628323,2025-02-02 21:14:14.628323,300.99
B0D8VQYTLQ,285.99,2025-02-02 19:47:19.977808,2025-02-02 19:47:19.977808,285.99
B0D8VQYTLQ,285.99,2025-02-02 19:47:21.230886,2025-02-02 19:47:21.230886,285.99
B0D8VQYTLQ,285.99,2025-02-02 19:47:23.532702,2025-02-02 19:47:23.532702,285.99
B0D8VQYTLQ,285.99,2025-02-02 19:47:24.677963,2025-02-02 19:47:24.677963,285.99
B0D8VQYTLQ,285.99,2025-02-02 21:14:11.948103,2025-02-02 21:14:11.948103,285.99
B0D8VQYTLQ,285.99,2025-02-02 21:14:15.371099,2025-02-02 21:14:15.371099,285.99
B0D8W92FCM,212.99,2025-02-02 19:47:20.019676,2025-02-02 19:47:20.019676,212.99
B0D8W92FCM,212.99,2025-02-02 19:47:23.573816,2025-02-02 19:47:23.573816,212.99
B0D8W92FCM,212.99,2025-02-02 21:14:12.009524,2025-02-02 21:14:12.009524,212.99
B0D8W92FCM,212.99,2025-02-02 21:14:15.410515,2025-02-02 21:14:15.410515,212.99
B0D8WDJXR6,229.49,2025-02-02 19:47:19.535406,2025-02-02 19:47:19.535406,229.49
B0D8WDJXR6,229.49,2025-02-02 19:47:22.977516,2025-02-02 19:47:22.977516,229.49
B0D8WDJXR6,229.49,2025-02-02 21:14:11.678383,2025-02-02 21:14:11.678383,229.49
B0D8WDJXR6,229.49,2025-02-02 21:14:15.123283,2025-02-02 21:14:15.123283,229.49
B0D8WF5RHR,359.49,2025-02-02 19:47:20.708145,2025-02-02 19:47:20.708145,359.49
B0D8WF5RHR,359.49,2025-02-02 19:47:24.147865,2025-02-02 19:47:24.147865,359.49
B0D8WF5RHR,359.49,2025-02-02 21:14:12.614229,2025-02-02 21:14:12.614229,359.49
B0D8WF5RHR,359.49,2025-02-02 21:14:16.227532,2025-02-02 21:14:16.227532,359.49
B0D8WP3RHC,229.49,2025-02-02 19:47:20.263771,2025-02-02 19:47:20.263771,229.49
B0D8WP3RHC,229.49,2025-02-02 19:47:23.823203,2025-02-02 19:47:23.823203,229.49
B0D8WP3RHC,229.49,2025-02-02 21:14:12.324580,2025-02-02 21:14:12.324580,229.49
B0D8WP3RHC,229.49,2025-02-02 21:14:15.716082,2025-02-02 21:14:15.716082,229.49
B0D92W8PVR,379.9,2025-02-02 21:14:15.285975,2025-02-02 21:14:15.285975,379.9
B0D95SHSH9,149.99,2025-02-03 13:16:57.604709,2025-02-03 13:16:57.604709,149.99
B0D95SHSH9,149.99,2025-02-03 13:16:58.074352,2025-02-03 13:16:58.074352,149.99
B0D95XDBN6,169.99,2025-02-03 13:16:57.667787,2025-02-03 13:16:57.667787,169.99
B0D97GWZXT,74.99,2025-02-03 13:16:55.337324,2025-02-03 13:16:55.337324,74.99
B0D97GWZXT,74.99,2025-02-03 13:17:00.358714,2025-02-03 13:17:00.358714,74.99
B0D9H4YM2C,109.99,2025-02-02 19:48:01.258786,2025-02-02 19:48:01.258786,109.99
B0D9QWD2Z9,94.99,2025-02-03 13:16:58.204773,2025-02-03 13:16:58.204773,94.99
B0DB215M14,282.99,2025-02-02 19:47:20.391530,2025-02-02 19:47:20.391530,282.99
B0DB215M14,282.99,2025-02-02 19:47:23.941113,2025-02-02 19:47:23.941113,282.99
B0DB215M14,282.99,2025-02-02 21:14:12.494242,2025-02-02 21:14:12.494242,282.99
B0DB215M14,282.99,2025-02-02 21:14:15.992883,2025-02-02 21:14:15.992883,282.99
B0DB88Q6SG,79.99,2025-02-03 13:16:55.641849,2025-02-03 13:16:55.641849,79.99
B0DB88Q6SG,79.99,2025-02-03 13:17:00.809870,2025-02-03 13:17:00.809870,79.99
B0DBCD65M3,59.99,2025-02-03 13:16:19.342585,2025-02-03 13:16:19.342585,59.99
B0DBHN2H94,199.99,2025-02-02 19:47:19.313881,2025-02-02 19:47:19.313881,199.99
B0DBHN2H94,199.99,2025-02-02 19:47:22.841365,2025-02-02 19:47:22.841365,199.99
B0DBHN2H94,199.99,2025-02-02 21:14:11.469051,2025-02-02 21:14:11.469051,199.99
B0DBHN2H94,199.99,2025-02-02 21:14:14.910678,2025-02-02 21:14:14.910678,199.99
B0DBM7X4GR,189.99,2025-02-02 19:48:01.498703,2025-02-02 19:48:01.498703,189.99
B0DBRDBPB9,229.0,2025-02-02 19:48:01.210162,2025-02-02 19:48:01.210162,229.0
B0DBVDRNK5,183.99,2025-02-02 19:43:26.036742,2025-02-02 19:43:26.036742,183.99
B0DBVDRNK5,183.99,2025-02-02 19:43:33.196468,2025-02-02 19:43:33.196468,183.99
B0DBVDRNK5,183.99,2025-02-02 19:46:32.818528,2025-02-02 19:46:32.818528,183.99
B0DBVDRNK5,183.99,2025-02-02 19:46:37.029068,2025-02-02 19:46:37.029068,183.99
B0DC9QJJ9Q,119.0,2025-02-02 19:48:00.313730,2025-02-02 19:48:00.313730,119.0
B0DCBCDS4V,139.0,2025-02-02 19:48:01.004064,2025-02-02 19:48:01.004064,139.0
B0DCBCJHD4,189.0,2025-02-02 19:43:29.494088,2025-02-02 19:43:29.494088,189.0
B0DCBCJHD4,189.0,2025-02-02 19:43:36.866847,2025-02-02 19:43:36.866847,189.0
B0DCBCJHD4,189.0,2025-02-02 19:46:34.620173,2025-02-02 19:46:34.620173,189.0
B0DCBCJHD4,189.0,2025-02-02 19:46:38.792935,2025-02-02 19:46:38.792935,189.0
B0DCJW5LBQ,139.99,2025-02-02 19:43:26.888191,2025-02-02 19:43:26.888191,139.99
B0DCJW5LBQ,139.99,2025-02-02 19:43:34.486917,2025-02-02 19:43:34.486917,139.99
B0DCJW5LBQ,139.99,2025-02-02 19:46:33.311165,2025-02-02 19:46:33.311165,139.99
B0DCJW5LBQ,139.99,2025-02-02 19:46:37.530675,2025-02-02 19:46:37.530675,139.99
B0DCVL8S3W,94.3,2025-02-03 13:16:54.760924,2025-02-03 13:16:54.760924,94.3
B0DCVL8S3W,94.3,2025-02-03 13:16:59.878815,2025-02-03 13:16:59.878815,94.3
B0DCVVZ6V2,22.29,2025-02-03 13:16:18.355855,2025-02-03 13:16:18.355855,22.29
B0DD3Z1CLX,90.23,2025-02-03 13:16:54.216331,2025-02-03 13:16:54.216331,90.23
B0DD3Z1CLX,90.23,2025-02-03 13:16:59.317027,2025-02-03 13:16:59.317027,90.23
B0DD3ZDZQ5,86.46,2025-02-03 13:16:54.568887,2025-02-03 13:16:54.568887,86.46
B0DD3ZDZQ5,86.46,2025-02-03 13:16:59.684265,2025-02-03 13:16:59.684265,86.46
B0DD42FYLP,129.9,2025-02-03 13:16:55.516416,2025-02-03 13:16:55.516416,129.9
B0DD42FYLP,129.9,2025-02-03 13:17:00.675824,2025-02-03 13:17:00.675824,129.9
B0DD78XM4Y,161.37,2025-02-03 13:16:53.646859,2025-02-03 13:16:53.646859,161.37
B0DD78XM4Y,161.37,2025-02-03 13:16:58.715292,2025-02-03 13:16:58.715292,161.37
B0DDBHSRQZ,109.9,2025-02-02 19:43:26.794166,2025-02-02 19:43:26.794166,109.9
B0DDBHSRQZ,109.9,2025-02-02 19:43:34.308925,2025-02-02 19:43:34.308925,109.9
B0DDBHSRQZ,109.9,2025-02-02 19:46:33.268514,2025-02-02 19:46:33.268514,109.9
B0DDBHSRQZ,109.9,2025-02-02 19:46:37.489980,2025-02-02 19:46:37.489980,109.9
B0DDCDJFF8,199.99,2025-02-02 19:47:20.476503,2025-02-02 19:47:20.476503,199.99
B0DDCDJFF8,199.99,2025-02-02 19:47:24.019707,2025-02-02 19:47:24.019707,199.99
B0DDCDJFF8,209.99,2025-02-02 21:14:12.573573,2025-02-02 21:14:12.573573,199.99
B0DDCDJFF8,209.99,2025-02-02 21:14:16.184594,2025-02-02 21:14:16.184594,209.99
B0DDKWX868,89.99,2025-02-03 13:16:53.772299,2025-02-03 13:16:53.772299,89.99
B0DDKWX868,89.99,2025-02-03 13:16:54.960828,2025-02-03 13:16:54.960828,89.99
B0DDKWX868,89.99,2025-02-03 13:16:58.855044,2025-02-03 13:16:58.855044,89.99
B0DDKWX868,89.99,2025-02-03 13:17:00.088307,2025-02-03 13:17:00.088307,89.99
B0DDL38SS4,819.9,2025-02-02 19:47:20.975708,2025-02-02 19:47:20.975708,819.9
B0DDL38SS4,819.9,2025-02-02 19:47:24.422400,2025-02-02 19:47:24.422400,819.9
B0DF4YCRQL,84.53,2025-02-03 13:16:55.579111,2025-02-03 13:16:55.579111,84.53
B0DF4YCRQL,84.53,2025-02-03 13:17:00.744527,2025-02-03 13:17:00.744527,84.53
B0DF52HT2Q,109.99,2025-02-03 13:17:00.224748,2025-02-03 13:17:00.224748,109.99
B0DF5396XW,89.91,2025-02-03 13:17:01.684944,2025-02-03 13:17:01.684944,89.91
B0DF7F4PRZ,69.99,2025-02-03 13:16:52.671858,2025-02-03 13:16:52.671858,69.99
B0DF7F4PRZ,69.99,2025-02-03 13:16:57.791497,2025-02-03 13:16:57.791497,69.99
B0DF7QCTVP,99.99,2025-02-03 13:16:52.734457,2025-02-03 13:16:52.734457,99.99
B0DF7QCTVP,99.99,2025-02-03 13:16:57.882227,2025-02-03 13:16:57.882227,99.99
B0DFCD3FLN,19.99,2025-02-03 13:16:18.758427,2025-02-03 13:16:18.758427,19.99
B0DFCGL63W,34.19,2025-02-03 13:16:20.719567,2025-02-03 13:16:20.719567,34.19
B0DFG8FH4P,139.99,2025-02-03 13:16:55.792794,2025-02-03 13:16:55.792794,139.99
B0DFG8FH4P,139.99,2025-02-03 13:17:00.954610,2025-02-03 13:17:00.954610,139.99
B0DFHFM1X9,34.9,2025-02-03 13:16:17.671578,2025-02-03 13:16:17.671578,34.9
B0DFQ6ZVMZ,19.99,2025-02-03 13:16:20.138036,2025-02-03 13:16:20.138036,19.99
B0DFQGDPJD,449.0,2025-02-02 19:47:20.138163,2025-02-02 19:47:20.138163,449.0
B0DFQGDPJD,449.0,2025-02-02 19:47:23.699241,2025-02-02 19:47:23.699241,449.0
B0DFQGDPJD,449.0,2025-02-02 21:14:12.241503,2025-02-02 21:14:12.241503,449.0
B0DFQGDPJD,449.0,2025-02-02 21:14:15.529553,2025-02-02 21:14:15.529553,449.0
B0DFWYP4RJ,329.0,2025-02-02 19:47:19.663333,2025-02-02 19:47:19.663333,329.0
B0DFWYP4RJ,329.0,2025-02-02 19:47:23.097480,2025-02-02 19:47:23.097480,329.0
B0DFWYP4RJ,329.0,2025-02-02 21:14:11.511430,2025-02-02 21:14:11.511430,329.0
B0DFWYP4RJ,329.0,2025-02-02 21:14:14.951664,2025-02-02 21:14:14.951664,329.0
B0DFXVBYP8,19.99,2025-02-03 13:16:20.071066,2025-02-03 13:16:20.071066,19.99
B0DFYD3VWC,359.99,2025-02-02 19:48:02.214874,2025-02-02 19:48:02.214874,359.99
B0DG2XDLYB,59.99,2025-02-03 13:16:59.118864,2025-02-03 13:16:59.118864,59.99
B0DG2YHSLL,119.99,2025-02-02 19:43:25.220525,2025-02-02 19:43:25.220525,119.99
B0DG2YHSLL,119.99,2025-02-02 19:43:28.023627,2025-02-02 19:43:28.023627,119.99
B0DG2YHSLL,119.99,2025-02-02 19:43:32.397366,2025-02-02 19:43:32.397366,119.99
B0DG2YHSLL,119.99,2025-02-02 19:43:35.528980,2025-02-02 19:43:35.528980,119.99
B0DG2YHSLL,119.99,2025-02-02 19:46:32.474365,2025-02-02 19:46:32.474365,119.99
B0DG2YHSLL,119.99,2025-02-02 19:46:33.143441,2025-02-02 19:46:33.143441,119.99
B0DG2YHSLL,119.99,2025-02-02 19:46:36.680653,2025-02-02 19:46:36.680653,119.99
B0DG2YHSLL,119.99,2025-02-02 19:46:37.249112,2025-02-02 19:46:37.249112,119.99
B0DG5Z75F8,48.48,2025-02-03 13:16:17.735641,2025-02-03 13:16:17.735641,48.48
B0DGJC6D1B,199.0,2025-02-03 13:16:20.460971,2025-02-03 13:16:20.460971,199.0
B0DGQTNFQ4,91.3,2025-02-02 19:43:27.519684,2025-02-02 19:43:27.519684,91.3
B0DGQTNFQ4,91.3,2025-02-02 19:43:35.163608,2025-02-02 19:43:35.163608,91.3
B0DGQTNFQ4,91.3,2025-02-02 19:46:33.724364,2025-02-02 19:46:33.724364,91.3
B0DGQTNFQ4,91.3,2025-02-02 19:46:37.832410,2025-02-02 19:46:37.832410,91.3
B0DGXBHDX3,169.99,2025-02-02 19:48:01.991884,2025-02-02 19:48:01.991884,169.99
B0DH243L65,96.99,2025-02-02 19:43:25.601455,2025-02-02 19:43:25.601455,96.99
B0DH243L65,96.99,2025-02-02 19:43:32.678326,2025-02-02 19:43:32.678326,96.99
B0DH243L65,96.99,2025-02-02 19:46:32.595000,2025-02-02 19:46:32.595000,96.99
B0DH243L65,96.99,2025-02-02 19:46:36.809009,2025-02-02 19:46:36.809009,96.99
B0DH8GQ11F,134.99,2025-02-02 19:47:59.630186,2025-02-02 19:47:59.630186,134.99
B0DHLCF9L7,279.99,2025-02-02 19:47:18.053926,2025-02-02 19:47:18.053926,279.99
B0DHLCF9L7,279.99,2025-02-02 19:47:21.657786,2025-02-02 19:47:21.657786,279.99
B0DHLCF9L7,279.99,2025-02-02 21:14:09.982102,2025-02-02 21:14:09.982102,279.99
B0DHLCF9L7,279.99,2025-02-02 21:14:13.407297,2025-02-02 21:14:13.407297,279.99
